quote_id,customer_segment,product_category,weight,volume,distance,fuel_index,competitor_rate,quoted_price,cost,win
1,Standard,Perishable,35.43183373803868,1.0176591242783315,1802.396298786933,112.16634017541233,1928.5342526325878,1777.2559260480677,1745.9984765368938,0
2,Strategic,General,34.24720634209079,0.8664857359032565,1016.5026773203049,95.1151902194116,1269.4831226454992,1189.9634958499882,1081.112546880909,1
3,Premium,Electronics,127.56261922860708,1.2798053185704317,2875.3498452801473,104.21674299905888,3615.7694663905895,4303.5447164263505,2667.101809294335,1
4,Standard,Perishable,33.50518649616535,1.1430073107753478,389.26089738522165,115.482345301005,736.9373996039241,835.7834503789845,631.0408565950007,1
5,Standard,General,53.270343816258396,1.9087017624074214,4825.734011429654,91.24584719043604,5719.891233821104,6504.582521999959,4237.587573921118,0
6,Standard,General,32.24217411515571,1.3469126941576497,556.2868237198851,101.49354630576913,881.035390509309,889.1167416285824,767.6340710161738,1
7,Standard,General,15.275390681706408,1.3462864946579125,3189.15034004262,92.2559477881538,3169.6578382459543,3611.6225146974193,2854.2937541865253,0
8,Standard,Perishable,26.148544084276747,0.8180132065533902,4339.703191138744,119.51841961502187,5038.691564892096,4546.439043302364,3760.060249146499,1
9,Premium,Perishable,65.46784508740046,0.8456975041286607,862.5215696253729,102.73419411135873,1256.6199178993495,1396.217257680056,980.6019615904952,0
10,Premium,Perishable,26.10008589523192,0.8450776158058467,2360.2279981669417,106.69225341310226,2744.320841873859,3292.5189832856327,2163.770907157477,1
11,Premium,General,202.55152995192068,1.8012193092293076,403.78934015796585,111.4403982808869,1044.9283028338382,1062.0109436721982,788.1576459623282,0
12,Standard,Perishable,21.542223622607555,1.2771800456409899,3589.5141064386685,91.51436229382531,3784.619077407187,3669.4951566229665,3169.9176362789285,1
13,Premium,General,6.73872006096441,0.5262134100963648,1738.2181894215878,112.87320453099262,2046.1280704433111,2200.4026547186963,1632.01309801458,0
14,Premium,Perishable,21.693423018827314,0.9756787780899414,3401.0592437472596,114.89224170543388,4074.8100620632486,4236.383552863053,3017.1326743627365,0
15,Standard,General,108.51719838694137,0.6440897128597046,2091.547886069337,117.05477730645805,2343.168341529819,2163.5513135384485,1982.3716121026605,1
16,Standard,General,348.2771992604588,0.3715044066749181,4010.574143636912,112.74795136196596,4353.343488906262,4641.158214884914,3605.0458968416106,1
17,Premium,General,23.481386989695793,1.2171213216894072,1756.6986433863167,107.63639375468678,1965.2362209573996,2172.006199679011,1717.9754128784662,0
18,Standard,Perishable,88.47853243698543,0.9939788127898453,1530.4180765751123,97.22325196638529,1738.3393351715802,2055.680672162383,1534.6395111172294,1
19,Standard,General,38.673637355129465,0.7097607700868673,1245.973951494448,104.37103499803558,1425.95371174018,1422.942999630094,1262.3372988794529,0
20,Premium,General,34.60367261326899,0.7383312503180915,1153.0565455606134,117.39443949317543,1484.1651076829583,1421.9933111344662,1204.453525178745,1
21,Standard,General,52.4989967848495,0.596890572489002,1645.5235863234138,92.87811177321692,1822.2491432966112,2125.9528007336557,1563.8111588279164,0
22,Premium,General,67.1961771638997,1.155692553578725,4864.4937366930335,115.41762549219138,5703.728240006728,6583.668597297327,4229.263483884879,1
23,Premium,General,94.99141950231979,0.9666990651402926,584.1169903399916,116.32406404274164,1078.179310267373,1054.5653189540178,801.0480853884724,1
24,Standard,Hazardous,86.63192657519366,0.45667148209569103,52.2096904237542,105.72905400206487,427.7151227634225,418.2103512256482,307.62572863864716,1
25,Standard,General,48.901562285964836,0.8820988384278146,4709.986665066661,118.11717777236674,4918.603316036821,4763.538245322377,4072.390610365933,1
26,Standard,Hazardous,38.651726895026435,2.1296323466147986,207.24122565935863,103.38008095971482,687.035128546896,731.4168384343938,572.1381757881378,0
27,Standard,Electronics,301.55757923120495,0.5747516810263328,2167.7998498774623,112.54792801259435,2911.573207113361,2954.092901884201,2127.551351235319,0
28,Premium,Electronics,104.6819089595403,1.3734002552269187,3790.559510155164,93.15588840458169,3774.290195020768,4492.558795243335,3383.9156542120913,0
29,Premium,General,64.66010906323504,0.5831665858847273,283.1420911929057,117.2544490654808,691.8182125177176,679.2436429883572,507.86572495299174,0
30,Standard,General,15.563959103407765,1.5763329480109378,1274.9257324134883,98.9434368379324,1568.4847809533414,1417.2372466669544,1354.0879844891072,1
31,Strategic,General,176.6477477314274,0.6707910440174378,3961.388994601734,118.61667871317144,4698.443611463557,4431.550547762623,3516.854188404651,1
32,Standard,Electronics,49.45025495567553,3.544797363503491,1001.0716979695553,116.1410714908505,1529.7491452475754,1665.0823967599922,1369.4315079928515,0
33,Standard,General,19.374567788024432,1.4226140746032165,2819.9453903274402,108.13870860862815,3347.983648866997,3649.2839023474585,2587.6714539466398,1
34,Premium,Hazardous,79.58625356027028,0.6074201915625044,4696.99747204712,100.49056507017066,5458.283901090642,5733.320548707649,4028.7218016582865,0
